"Y","ID","Author","Date","Priority","Price","Speed","Duration","Scarcity","Location","Agreed","State","Class","Surface","Layer1","Layer2","Layer3","Layer4","Layer5","Layer6","Layer7","Layer8","Layer9","Layer10","Layer11","Layer12","Layer13","Layer14","Layer15","Layer16","Layer17","Layer18","Layer19","Layer20","Layer21","Layer22","Layer23","Layer24","Layer25","Layer26","Layer27","Layer28","Layer29","Layer30"
22.9325193678649,"D1","XX",2001-01-07,"Medium","Costly","Fast","Long","Common","Plant A","Yes","Under review","Class G","Rough",38.7346279008758,1247.49935027212,33.0282789545871,29.9871654682437,1597.14731473941,35.3251990977316,40.5374777729767,33.5686887074012,21.9530291854016,29.8499512349345,26.4100289246032,23.2060683329887,1488.55031612329,40.7382768628441,1294.56926514395,26.7477446398138,46.7510495818935,33.1765071298511,15.8600495230803,19.2350129837057,1458.9334982913,52.3188017330509,35.321054336685,37.4388961310617,51.1535342517167,1581.13685313147,1607.2623248212,30.4175605713254,11.2589944597402,34.4546459796419
25.4891296408341,"D2","XX",2001-01-14,"High","Costly","Fast","Long","Typical","Boiler","No","Under review","Class K","Rough",16.106980570695,1354.60464451462,22.5603119761264,23.3314999348893,1437.48684674501,25.5833154005021,27.150128149651,24.2810921438845,32.0529459793079,21.2012354661156,77.7974081100612,82.1889123697114,1429.34864403214,78.4394506450523,1331.99149363209,53.1004866824973,99.9200100723982,80.2545287891613,65.0525685763519,72.8218103102914,1351.01869846694,2.45385422130209,-17.7307947842788,-9.66068116443261,-19.2943830424433,1443.17900871392,1269.43372520618,-10.2089203577665,-29.6312451407215,-11.5760277086278
23.2655097556562,"D3","XX",2001-01-21,"High","Costly","Fast","Perpetual","Typical","Boiler","Yes","Under review","Class G","Rough",10.1605405173017,1344.00547987316,18.5242598967293,11.4360377929138,1619.43733906373,11.5123023047577,13.376782813391,15.1034803460701,6.36448850613427,-1.42484370241765,44.3447096740181,57.6864730807627,1566.21345975436,52.6412823155054,1606.81408753153,45.9141738427621,36.737504018125,26.4837591002818,24.7219536105466,36.1713992779937,1484.52220163308,70.3270684989219,80.1874496453543,81.253542029581,67.5586805373248,1252.243735292,1486.39797086362,51.015771031261,60.9796011369306,66.8755222029501
31.5822230509398,"D4","XX",2001-01-28,"Medium","Costly","Fast","Perpetual","Common","Boiler","Yes","Checked","Class K","Rough",32.6614414917709,1335.65091288183,29.451708103255,37.8715139553034,1434.535966767,39.0702053067372,42.4234213034978,36.4899024406704,40.9676606888463,41.9285726125365,80.6825764631505,72.0171146633483,1610.52919230424,60.5891907386474,1530.0000744639,54.8731563060497,71.2203552005723,73.7566212215778,66.7118352962331,78.5017723100482,1671.0432557622,133.92674653121,115.607739591504,144.370973605458,130.209969886376,1683.19109587464,1619.08350924496,105.311484222039,128.296461204744,129.879371896219
12.759965712237,"D5","XX",2001-02-04,"High","Costly","Medium","Short","Common","Plant A","Yes","Uncertain","Class G","Rough",9.64254192327243,1666.79199580103,3.23505212516175,16.3465111935023,1215.30728384387,3.72708564337921,12.8434200749007,7.85200178994502,9.85533328120951,7.64465784381617,59.8756947502609,78.8190344666636,1614.67368486337,61.4066969810427,1602.6334118098,66.0851692435491,54.003804598294,53.6875703227678,71.4519567255469,63.2319019818767,1301.22675448656,-18.3739662835373,-10.5902916980439,2.37250382036317,7.78733984211627,1443.78977064043,1508.3176916698,-2.14419771299925,-0.879298560662586,11.3574036915507
9.0788043893259,"D6","XX",2001-02-11,"Low","Cheap","Slow","Long","Common","Plant A","No","Checked","Class Y","Rough",20.1877426182395,1227.76669489685,27.2457576376529,21.4252571787857,1615.23720661644,36.2664068037902,24.4532115745576,21.9246171949151,24.8136907327976,25.2790792100581,30.8081884073628,22.3265567976642,1405.40594786871,24.3584287268908,1599.34755174909,1.15862100518173,2.83145034053764,16.6454990817238,19.6293405981082,21.7495462037161,1669.86886614468,166.906272196164,164.154772865009,158.519297157822,168.553630693973,1681.59718839452,1389.8888181895,167.279661157494,179.518824187598,188.317090705789
25.3712151975259,"D7","XX",2001-02-18,"High","Cheap","Fast","Long","Typical","Plant A","Yes","Under review","Class Y","Textured",61.4755063238388,1238.19693194237,43.8400369048409,53.698599224691,1323.21013177279,54.2785041018003,47.4620708413542,53.7684031524734,54.376636293951,50.78397428991,20.3196384154162,9.57433969999174,1558.18051011302,24.7447386229967,1437.80203494243,21.5400620316328,33.4206869204774,13.3782288485595,28.8664476184983,37.0958366765643,1602.28978567757,-33.5123775206574,-39.4130280048509,-46.1849023384734,-22.5874663135906,1606.7408683477,1347.91154232807,-14.0881828129265,-26.5398131742149,-18.2624364955913
26.3228647479719,"D8","XX",2001-02-25,"Medium","Extravagant","Medium","Short","Typical","Press room","No","Uncertain","Class G","Textured",36.6562360424007,1611.42351354938,31.7211605818131,36.0637768276772,1207.42109981366,30.7244425423015,31.9856312491974,27.459234096159,24.8528287498204,34.5418975776655,27.57189947829,45.8280992265189,1530.76251146849,33.2932894251373,1656.73011348117,39.5142442540366,44.3708699528492,44.4036858017053,40.7426085127364,42.0665741725753,1607.97324618325,-29.1450221659584,-21.348064975203,-14.6203741404886,-35.6770796358379,1664.8826951161,1426.55989497434,-17.7978475272877,-31.7282295356802,-37.4360428783494
25.117463593994,"D9","XX",2001-03-04,"High","Costly","Medium","Short","Typical","Boiler","Yes","Under review","Class K","Smooth",16.6625394787822,1650.8270121878,25.3495443514287,1.2525091724332,1294.046743121,23.6831624842329,14.7719114122337,19.9577087781004,5.11435365833029,16.4010092683328,84.3726855862653,95.0400146242102,1322.78588651679,88.7652816503035,1473.5510377679,81.4379237387929,84.801925675367,86.0523991252663,84.0404748135252,93.1758514415363,1657.4112201808,114.839338002084,106.154476025865,121.61589229588,134.482510280423,1535.94748319592,1638.00338543952,108.679467020795,107.136075860678,107.661054684281
20.8688152827067,"D10","XX",2001-03-11,"High","Costly","Medium","Short","Common","Plant A","No","Under review","Class G","Smooth",4.42174284344373,1585.79603738617,3.31881591207865,3.88811768721502,1280.71269700304,4.26945858901301,5.38506178468019,6.8075353476129,11.2736276025128,12.999259652849,81.2248609807142,84.1613831877181,1339.80768271722,62.3268994356205,1434.24619308207,90.5471144877839,104.054383270812,97.2655024442041,80.2427591142712,87.2709631763312,1271.19565934408,146.906469031132,133.439158359154,138.628638423851,157.459426474672,1255.03523920197,1240.50887317862,148.869124205051,144.679098546032,163.553232692768
17.1087301455621,"D11","XX",2001-03-18,"Medium","Costly","Medium","Short","Common","Boiler","Yes","Checked","Class Y","Smooth",23.8474819039122,1424.61163566913,8.04312990442591,9.01529226906369,1628.36709902622,12.208225746346,8.40445359903521,13.9922176069792,14.0771908480654,7.56484439518544,30.347204786577,29.3554468358701,1331.83209777344,27.5819639124064,1434.72303838935,30.9336847799365,28.3108634608532,30.7234075587073,37.3222804096288,28.4437023585048,1236.93566063885,152.076137417087,168.978818522077,164.524664963724,173.762899768327,1526.70279545709,1268.93480010331,157.081505404951,174.141569808814,177.402224728834
11.5129512828062,"D12","XX",2001-03-25,"Medium","Cheap","Slow","Short","Common","Boiler","No","Uncertain","Class Y","Smooth",7.75650157851167,1489.58719910588,11.5018952319215,10.1642492328512,1450.03918458242,4.14204159527972,11.2855170380012,5.41986381477781,17.3278061572407,11.3608268485399,55.9882190978078,64.351428011515,1433.75563486479,76.0069566681072,1200.5784825189,65.3911405421245,66.2763508282443,48.8018494698434,55.8751416995357,53.2070000625077,1352.47791132424,174.712289621186,186.086019707471,187.823346114862,190.125689317361,1534.2439228436,1315.14202167746,178.745105833859,172.006869814536,161.359038405574
33.5699473960951,"G10000","NW",2001-04-01,"Low","Extravagant","Medium","Perpetual","Common","Boiler","Yes","Under review","Class Y","Smooth",17.2894944672961,17.2887344163429,27.6167325601429,7.57184073975946,6.24898303904522,22.0361799578127,23.1266317701719,19.8651607889629,3.28894300536291,18.1962733538729,-3.55267080096831,-17.240261660992,-4.95612696977053,-7.51082288575723,-12.0414360112464,-19.7747207510499,2.37709253951081,-2.17117193731281,3.86973563766343,5.8435433161142,139.23812304254,152.430276933797,142.273921795842,140.379434572644,124.106550728743,136.309895027348,153.417633306439,134.788296538764,140.005107579417,142.614988823092
19.5327749096642,"G10001","NW",2001-04-08,"Low","Costly","Medium","Short","Common","Press room","Yes","Uncertain","Class K","Textured",28.6508071519389,31.378454087886,32.5510890354444,27.7230198619879,23.5553781921884,33.0881553565278,25.8655914634529,33.5528935220648,37.920254267281,32.946869372263,25.0323166025914,17.6527665317439,27.5343695120724,38.3766108975058,9.76908545967553,21.1675088113531,38.4695629842235,30.0977188406504,25.5423638285937,41.1324564011127,208.428713541069,193.961027699425,209.17634708103,185.150381304313,187.937585836438,202.236960302572,203.875263548771,213.47625477257,197.50481142407,190.499534425721
5.43765402632846,"G10002","NW",2001-04-15,"Low","Costly",NA,"Short","Common","Press room","Yes","Checked","Class Y","Textured",3.46427206305835,NA,4.60660384193525,1.11730001733776,NA,4.42071083628674,-2.07692961643921,-1.1347806306099,7.50209801223659,4.51754919476465,61.5747803738438,NA,NA,56.1734814552525,54.6010040771593,60.5190410321069,48.0374572566483,51.5769560419525,NA,NA,85.8882921012764,91.1968066738729,92.9393949579383,90.3616112648904,83.8122334309562,97.7607704447419,96.7375765863268,80.2383659377089,NA,82.9442253715556
16.438258764593,"G10003","NW",2001-04-22,"Low","Costly","Medium","Short","Common","Plant A","No","Uncertain","Class G","Smooth",11.0400969672363,-2.35382968569894,3.9418061657917,2.99599620340159,11.1725079961255,3.59699406132687,-5.02371726452493,6.69936485242539,1.59315661259124,0.0639045579322546,83.8880891261838,98.844243067416,89.563462416453,70.0215167216161,83.8528934759596,84.5124729219514,90.5363070686311,102.29224420181,87.9441251927985,87.7444423627177,147.965280888234,138.168397442311,123.535722724515,151.414280950544,132.873024992943,129.204788455693,130.126342805445,133.843122170565,144.717366743675,130.88249944629
10.3883046538638,"G10004","NW",2001-04-29,"Low","Cheap","Fast","Short","Common","Press room","No","Under review","Class G","Textured",11.7684162602594,20.5517431950116,15.9376723592829,13.5934707376944,-2.08735692237037,12.9962126707555,12.3180087385127,17.8952471484649,7.65036099856899,9.27474896319633,106.145158459169,101.810505256723,100.594467038332,87.1171878619006,89.3208944405256,96.0676935310806,85.7624281486594,90.9001672255175,71.3342502952588,96.1755050315107,21.4052419533653,25.6601212100475,31.7504385828781,22.8393656577238,29.3139709961508,25.6128063814165,22.3574729763,41.396262419057,21.9242443714374,31.4914941234478
10.8265121061348,"G10005","KL",2001-05-06,"High","Costly","Fast","Short","Typical","Press room","Yes","Checked","Class K","Rough",40.3604770899399,32.984721139445,37.7141319601731,38.3748958880872,33.0343747561259,41.6338737564692,44.9308224526212,34.5866536549048,32.1026477654858,50.2232259024998,14.98564367945,20.0066674318951,28.7157478033046,9.79862964484838,17.3651343200422,18.7741050875746,30.3674553874069,36.6049332131819,25.1984414235626,16.2242963647588,3.29415103500001,33.6310108241673,17.6440660464943,21.1167415039117,12.8036249749636,27.134121847963,16.0026013607981,25.84709627982,10.4197762277406,22.9891689195262
22.525325772518,"G10006","NW",2001-05-13,"Medium","Costly","Medium","Short","Typical","Plant A","Yes","Under review","Class K","Textured",38.7613792817898,44.4713866502972,48.3357887046147,43.5002345463836,48.7442261744517,38.2647903416331,45.063764578621,45.5304196427982,44.0720630188087,40.6788243425833,65.8691234049414,55.4850247857377,78.2860619153181,86.7488322462929,65.5511578036858,60.7819346818775,67.1674748751861,81.6411584415718,72.0619529081087,76.8739588109879,-20.9680006859315,-26.7966042838091,-10.3621074148129,-30.8332509882601,-9.02167508886252,-33.8704783667565,-7.72879904976688,-24.5306088402386,-3.0157483939463,-19.0810196375016
26.6535797011711,"G10007","PR",2001-05-20,"Medium","Costly","Medium","Short","Common","Press room","Yes","Checked","Class K","Smooth",33.0268036891207,50.4309345250447,44.4672568823779,33.6845057394978,46.1075583842382,47.6274902912615,29.8751228118275,43.4226040250316,40.7261349971895,45.9658879637433,96.334313948896,86.7157462556759,109.208473392485,107.446989745598,107.765258223787,93.4649335499485,90.4282496512739,82.7281267396736,118.698251238557,93.8143274309344,91.4958390818383,92.3164133211119,94.8250198203974,94.7660369726278,81.0359383023348,77.7991524180047,79.7565703736009,96.4617802819875,85.5825064927642,86.8843440298169
20.3370905829367,"G10008","NW",2001-05-27,"Low","Extravagant","Medium","Short","Common","Plant A","Yes","Checked","Class K","Textured",24.1233299315647,19.7658275279461,24.7330445388738,22.7051707510616,22.6671492314193,30.1764507919759,23.8848881801973,33.8373411570549,19.3209098889431,28.2089067168849,81.9721919983951,77.0051682698045,94.8972261850828,97.6308457879624,91.4762295160953,89.6806292786839,89.5123813231382,88.6349960831696,84.6757653624193,75.2968904486842,150.136833404862,154.498726846791,149.945309256859,154.811159681854,167.182435618126,151.370078032037,132.63646548387,150.121156714051,153.78530027508,147.669364145458
26.7152014971274,"G10009","PR",2001-06-03,"Medium","Cheap","Fast","Long","Typical","Press room","No","Checked","Class Y","Smooth",36.6724205088157,45.6320053554672,39.7198023912859,35.9830015578521,50.6083872907763,43.368347434269,45.3304948709181,43.9402094847898,40.3494482324637,44.000864067963,76.3280007075583,65.9392979718733,69.3308534808475,78.0900815021544,77.5826520767857,67.9515595010617,68.1692747142544,65.8557085046158,76.7750763534487,56.9324212823179,14.205292089378,20.2434503786434,35.5325996901551,28.5500592936652,20.5349874426899,8.94294158057789,30.1591816517405,30.133945403601,25.2521863984737,17.1976714769168
22.7985116431039,"G10010","PR",2001-06-10,"Low","Extravagant","Slow","Long","Common","Plant A","No","Under review","Class G","Smooth",8.70035367494448,9.28231776193732,0.216389198242599,5.89441747082692,6.86142218139388,2.44057938922407,2.39377112845197,9.29974282798644,5.76377704890834,-3.84530116482398,104.593163923613,98.2298781450824,94.781293984027,98.2267994552442,99.9348138884561,97.5731568896246,102.156165801054,102.792740755617,94.7470325700481,93.8471566505685,168.838173229456,194.563093322941,176.15118084604,176.797000071087,182.244560089096,175.178431007645,195.236485113773,198.729475256574,182.178090321639,185.866683644783
23.2049698241687,"G10011","NW",2001-06-17,"Medium","Costly","Medium","Long","Typical","Boiler","Yes","Checked","Class Y","Rough",14.116109367896,9.98430547969243,22.3884483432237,11.6035501951769,14.9074921113167,11.887110583202,29.78430342948,15.7453208469178,7.54688516494672,14.5132834514963,64.8653805882201,68.0619002988414,62.6635076305167,82.2392943777481,88.4902927638235,66.1105168764976,72.6022140688297,62.0317280946789,81.8449517723361,70.3039416400963,-5.37362436800307,7.07351932707289,2.65576581104095,-3.54701717039237,-3.01688982473741,-2.4288558532352,-10.5363734101444,-4.99403785385131,9.80019331644869,10.0894361023273
11.6498140133294,"G10012","NW",2001-06-24,"Low","Costly","Medium","Short","Common","Press room","Yes","Uncertain","Class K","Textured",0.391145076196457,12.5777649189789,7.67226329563295,10.767388157463,9.62739181643001,15.3399016660034,19.5728297614682,-0.203664842628088,9.89983201626905,4.43076379360838,70.3484960407439,43.80643176015,63.657308313851,57.2797467571959,62.6795540635192,40.6568117968889,58.8997039334126,74.2452806530473,50.850182570568,65.5020307486505,130.258869823792,120.80511253541,121.669006009488,128.934250804335,123.894215427651,121.979636936283,121.397414539448,133.596835655072,116.852269959645,111.082013417688
34.3522199967099,"G10013","NW",2001-07-01,"Low","Costly","Medium","Long","Common",NA,"No","Uncertain","Class G","Smooth",32.6553160902426,33.4641721243546,39.000707150649,46.1425003299616,34.2098874507218,29.3568160617141,36.5733382648514,32.3707818484931,28.821599611728,25.3068847676457,5.13594621274075,21.8369490540869,NA,11.823178064593,NA,26.8141419747733,9.54742699634816,-6.84707097461609,NA,NA,19.7487801251835,31.3697998642739,NA,29.8629300523278,32.4255792497727,22.2717194610429,37.2024137967021,NA,28.5685811317383,NA
27.0441005774001,"G10014","PR",2001-07-08,"Medium","Costly","Fast","Long","Typical","Boiler","Yes","Checked","Class Y","Smooth",28.6388894873936,12.0046579331005,27.7392063549244,31.6661452586271,24.678692791876,20.1616399459259,30.7691205443281,19.4176227894338,34.4489659114121,28.2820162623983,67.0484261402615,76.8991197927817,80.1421601246444,90.1098291545135,80.759134871102,67.662121188131,69.4413634009374,76.47924277568,60.8004139081021,68.7312032620067,-25.1445419837709,8.59349720320245,-4.45526710228663,-2.05815096336436,5.15761030453105,-9.90094853370356,-13.558047674109,-5.82062159946354,0.49822754537393,-20.4769174169062
20.5544851366202,"G10015","NW",2001-07-15,"High","Costly","Slow","Long","Typical","Press room","Yes","Under review","Class G","Rough",44.0370893449731,38.2054655431414,38.3354811942359,32.8905663815328,35.5718808188393,31.5393676048645,50.3389176516952,37.8295399771311,31.3948036870562,41.3276177894941,11.7068095922594,14.2978790781147,0.778938860684534,8.11285120154822,9.99137672401066,1.1337406671058,-0.962106609313311,-6.18979603610696,13.5405492259133,13.5433617595338,97.0680901918976,107.472524839062,95.8788226245835,97.0559962466462,97.6097538099291,100.928256565654,89.6451671713696,78.4010982296964,91.5542197514687,107.588164239884
10.3435247694305,"G10016","NW",2001-07-22,"High","Costly","Slow","Short","Common","Boiler","Yes","Under review","Class G","Textured",3.3292003384116,9.1045069816776,7.26787042740744,9.92107599227822,2.54477110945827,5.89703004844643,6.75877409174604,5.49747423430286,10.2307508953146,10.0838011585527,46.5954562912384,43.7321378111693,51.029367433677,42.3548894341615,43.7261512706102,54.2064805581366,41.0280290130211,31.6054001286965,35.0114319761424,53.2570861558934,170.743886868967,173.210463352538,174.716909413446,185.736343939782,166.940138957553,163.549940836345,186.474614669041,179.994148439162,181.590891973337,170.036943199481
13.6093395984926,"G10017","NW",2001-07-29,"Low","Costly","Medium","Short","Common","Boiler","No","Uncertain","Class Y","Rough",15.0338673832689,12.5484301890746,13.1141265828785,12.4918362235704,21.6430570735214,18.6365659777739,13.5644542399864,16.120430747455,16.7213758600707,14.1783799635195,53.1113624647388,43.4402106834636,32.8267169285206,49.7975196689084,55.8756650758642,47.3683398809287,46.8543609198657,42.512890922781,53.2879169306718,51.0308270654468,117.189900159606,125.093869176989,105.337693840654,131.259556300585,129.274655153228,130.981582924682,125.545625779323,121.016077537873,118.745668997086,121.833689168314
5.67363917213412,"G10018","PR",2001-08-05,"Medium","Costly","Fast","Short","Typical","Boiler","No","Checked","Class K","Rough",11.503320716672,13.4856633529762,5.72896873447002,5.8183440125368,8.71845226862872,3.2617394279928,6.25816548243561,-1.27836364891655,18.6767847439885,1.79166787184236,40.4194881243983,39.7261765553707,65.8888586110365,56.821040894904,40.8665019720529,59.1938418097915,42.934407157731,48.9791422630775,50.5836473991582,35.4310225324699,166.261290031162,169.769476534005,172.790728059363,180.88660814024,156.69340275768,170.91378340287,171.434067102132,170.87248057943,182.709924765893,175.979918000048
27.1323278380844,"G10019","NW",2001-08-12,"High","Costly","Fast","Long","Common","Plant A","No","Under review","Class G","Textured",45.3788849590823,43.8934041078026,50.0881017526921,48.3038705571885,47.1702474225294,40.7752231620199,43.481907285951,52.0900911310817,54.5512922080151,47.7304334624043,39.0380707575231,35.8819360008749,62.9011322945173,47.043620506527,60.179674495311,39.0783607674555,33.910755349815,29.0200887344531,33.214493620991,25.4830640639043,167.293305477427,159.731623381585,157.730518743871,168.064430199294,177.292918923028,169.776393106498,159.64287943185,158.117939582294,167.284149162297,152.329400942963
25.696336120738,"G10020","NW",2001-08-19,"High","Cheap","Medium","Long","Typical","Press room","No","Checked","Class G","Smooth",22.5615155270533,17.1537049234341,28.035624500714,17.3974344643272,18.7681380715551,29.309622013994,8.93806145715222,19.0457448766085,28.060499214053,15.8738074295389,71.4013371789144,76.9823670086891,68.9214092012976,58.6495699765617,61.6296968610887,42.9610682286713,59.7113977572804,53.8491431262761,52.1833504794573,60.1360826893208,38.7885215519824,47.1585628599911,23.0817256427821,26.7903835558865,37.4430101710724,36.2202405313884,25.821391148128,9.12298915667508,39.3075570449264,30.3909467988716
19.9527258089516,"G10021","NW",2001-08-26,"Low","Costly","Medium","Short","Common","Press room","Yes","Under review","Class G","Smooth",4.17960924644725,20.031632852777,21.7334321000901,8.92547346500359,16.4216215425329,20.8615949342758,15.6767349104232,18.2820595407523,19.6668392097495,20.877712189842,14.081324428017,28.1245182488967,20.2144691699595,1.48409724604481,35.550670802784,16.1768931516898,26.200942534153,11.6269106143252,11.6949100076794,12.7389528359097,99.0087521326261,88.9912354803532,84.5254022899596,100.783089681273,117.44734241221,102.624646865312,99.0989472892063,122.248740656042,99.9212769725172,105.411913684286
32.727555969756,"G10022","NW",2001-09-02,"Medium","Costly","Medium","Perpetual","Rare","Boiler","Yes","Under review","Class Y","Smooth",13.7941104057896,19.5010802304975,10.0334979583198,13.7206544907975,22.6343187040502,14.0872162441899,30.8133961728314,13.9418985350679,14.9434358353339,14.1723778880483,39.667411236091,16.6206842523943,37.1882739052568,36.7182665913312,51.6897480110186,37.5257843095314,19.8752131731206,56.4938031657358,42.4828817242009,40.1112986197376,86.7924697595276,93.6632752008144,88.0467814772419,82.8364922681887,99.1035934010516,92.1927279836853,92.644797545122,80.8040705372908,99.4347780301066,103.666926310707
